,用户名称,弹幕,会员等级,发布时间,弹幕点赞,弹幕id
0,,00姐！！！！,5,48,0,6729756238792555706
0,扈阿.,终于来啦签到,0,45,0,6729761461665725949
0,,深深来了,0,45,0,6729771534777875118
0,,爷青回,0,48,0,6729772546667301786
0,WJY,来看范丞丞啦,0,47,0,6729774901201764088
0,肖肖(*^﹏^*),撒撒,0,46,0,6729779399182454609
0,duck不必.,看了offer发现自己是来凑数的,0,49,0,6729783339361271291
0,༄刘小卡ཉ྄ིོུ,我来了……奔走相告朋友们……,0,49,0,6729828271878845089
0,,范丞我来了,0,46,0,6729822916173088001
0,Mamba24Kobe,迟到了我来了徐律师我来了,0,46,0,6729886641948228157
0,,是理智的监狱生活ost啊！,0,48,1,6730087150677073244
0,圣雪天使,在座的都是在爱情和工作之间选择了工作,3,58,37,6729908217519288889
0,起风了,我来啦 范丞丞观察员,0,58,19,6729721739594935789
0,,没有弹幕吗,1,56,9,6729721528168459479
0,,来来来了,2,57,5,6729721423439527864
0,,第一吗,0,57,0,6729723138314270853
0,,有小撒，这节目还能正经吗？,3,55,58,6729723257463219661
0,cat,周深长得真好看！,0,58,16,6729724345758975350
0,,周深我来了,0,55,11,6729724140019284610
0,,周深！,0,58,6,6729724605588031956
0,,丞丞好白呀,0,56,9,6729724789822789622
0,,来了来了,6,59,3,6729724887583665779
0,,为温柔徐律打call,0,55,14,6729723853545122016
0,,没有人吗？一个人都没有吗？,0,57,2,6729725199152345210
0,薛定谔的猫,第一，第一,0,56,1,6729725190763721469
0,,没有人吗？,0,55,1,6729725601135436384
0,,丞丞丞丞妈妈来了,0,59,9,6729725718868194939
0,,机智的监狱生活BGM，爱了爱了[鸡腿],0,58,13,6729726183123122470
0,周星星⭐️的粉,深深来了,0,59,0,6729728756312208725
0,,范丞丞,0,58,2,6729729566269701257
0,,来了来了，啊啊啊啊啊啊,0,58,1,6729731318184703082
0,渡,来看双北合体,0,57,17,6729731646750396320
0,,来看丞丞了,0,56,3,6729733557822398475
0,KeepReal,丞丞好帅呀,0,58,0,6729734147352798016
0,,双北双北双北！！！！！,0,56,21,6729735802584542436
0,,来了来了，二我来了,0,56,4,6729740272630474275
0,多多,周深周深周深俺爱你，就像老鼠爱大米,0,57,7,6729743281653524390
0,,徐律师,0,59,12,6729743802257915871
0,,徐律,0,57,1,6729747266082904730
0,,双北cp哈哈哈哈,0,56,9,6729748879131557576
0,neko3o,来啦来啦,0,57,1,6729749529978483504
0,,丞丞！,0,56,1,6729750163682948909
0,,信号和offer同时看，爱情事业两手抓,0,55,8,6729752818032512437
0,🧡,丞丞子我来啦哈哈,0,59,1,6729752927948743830
0,,周深，双北，爱了爱了,0,55,0,6729755629851277172
0,,范丞丞真好看,0,55,0,6729757888714307439
0,,为徐律搭call,2,55,1,6729761388005358980
0,,深深深深深深深深,0,57,4,6729775557605782367
0,,期待,0,59,0,6729906286127196712
0,,丞丞好帅啊,0,59,0,6729972181796851670
0,圣雪天使,众所周知这个节目叫令人自卑的offer,3,39,60,6729908138667083462
0,圣雪天使,找完对象找工作，被鹅安排得明明白白,3,36,9,6729907887003594812
0,,哇，等了好久好久好久的offer终于来了，开心,2,37,5,6729722545386828993
0,白露为霜,哇哇哇周深深来了,3,35,5,6729722672190050204
0,,何老师！撒老师！双北我爱了！！,0,37,20,6729722157652439923
0,,哇，这季有深深！,0,36,8,6729722056582640186
0,,双北+徐律，我爱了～,0,35,19,6729721911724985284
0,,没人给,6,35,1,6729721810695781930
0,,啊啊啊撒撒来了,4,36,2,6729721355881873240
0,,来看丞丞啦,0,36,3,6729724198315915989
0,,来啦,0,36,0,6729724395117544887
0,,留名，我在人间凑数的日子,0,36,3,6729724448226088480
0,,撒撒深深,2,38,9,6729723868711725303
0,,豪豪子霸占第一,5,37,3,6729724914857865726
0,,来啦来啦，来看双北和徐律,0,36,1,6729725974025847108
0,,又来看神仙打架了❤️,6,88,26,6729722266558863937
0,可真可爱呀,我来了！,1,86,7,6729723951791503726
0,,撒老师好！,0,88,15,6729723698196490271
0,,啊啊啊啊，没等到明侦六却等到了双北[喜欢][喜欢][喜欢],0,86,62,6729724728397207460
0,,1111111111111,5,85,9,6729725245163844424
0,,撒老师哈哈哈哈哈哈哈,0,86,12,6729725315246470085
0,许许如生,撒撒！！！,1,89,8,6729725469325250150
0,,来了，深深,0,89,2,6729725023834616355
0,厉启云,撒撒！,0,86,0,6729726000390239488
0,,太开心啦,0,89,0,6729727362561408982
0,,双北[阿播笑眯眯],0,89,5,6729728288362083611
0,Jolie,深深，爱爱爱,0,88,2,6729728699534876169
0,小糊涂仙仙,🌟🌟🌟🌟🌟🌟,0,86,0,6729729379942990536
0,,双北我可了,0,86,2,6729729407456934217
0,,哇 双北cp,3,87,19,6729729346518886385
0,,双北啊啊啊啊啊啊啊啊啊,0,88,12,6729730676586197722
0,,双北合体了,0,86,12,6729732187391277892
0,,撒撒炅炅,0,87,13,6729734700702120439
0,,撒老师好,0,87,5,6729735259546647950
0,Mirian.Q,徐律真是活泼！,0,88,0,6729735155269224078
0,,深深我看到你啦！！！,0,88,0,6729736201943839547
0,卫小小。,深深  深深,0,89,0,6729739858207772403
0,,范丞丞，我来了,0,89,0,6729742670798288510
0,,范老板我来了,0,86,0,6729747350187134682
0,,这季都喜欢,0,88,1,6729744821956130311
0,,撒撒！！！！！,0,87,3,6729747539543137340
0,奇诺奇诺叻✨,撒撒好帅😍,0,85,11,6729748995218320206
